"","date","cutoff","y","fore","syncFore","scaled_abs_err","scaled_abs_err_sync","strawman","c_scaled_abs_err","c_scaled_abs_err_sync","diff","diffsync"
"1",2020-11-20,2020-11-19,6489,4723.96144840616,3814.85255846698,3.49512584474028,5.29534146838222,6994,3.49512584474028,5.29534146838222,0,0
"2",2020-11-21,2020-11-20,6472,7547.90502244636,9312.94357404021,63.2885307321388,167.114327884718,6489,63.2885307321388,167.114327884718,0,0
"3",2020-11-22,2020-11-21,4788,2024.59197425526,1571,1.64097863761564,1.9103325415677,6472,1.64097863761564,1.9103325415677,0,0
"4",2020-11-23,2020-11-22,4044,2356.98999207888,5120.39801782362,2.26748656978645,1.44677152933282,4788,2.26748656978645,1.44677152933282,0,0
"5",2020-11-24,2020-11-23,3919,1543.15187247986,3230.16188040097,19.0067850201611,5.51070495679224,4044,19.0067850201611,5.51070495679224,0,0
"6",2020-11-25,2020-11-24,5290,14641.1879109091,8820,6.82070598899278,2.57476294675419,3919,6.82070598899278,2.57476294675419,0,0
"7",2020-11-26,2020-11-25,6383,7651.73480862865,389,1.16078207559803,5.483989021043,5290,1.16078207559803,5.483989021043,0,0
"8",2020-11-27,2020-11-26,5444,4850.08885732925,3581.35404870059,0.63249322968131,1.98364851043601,6383,0.63249322968131,1.98364851043601,0,0
"9",2020-11-28,2020-11-27,4868,4531.91337292254,5125.82451559329,0.583483727565036,0.447612006238351,5444,0.583483727565036,0.447612006238351,0,0
"10",2020-11-29,2020-11-28,4093,2891.92315550952,3228.00978258698,1.5497765735361,1.11611640956519,4868,1.5497765735361,1.11611640956519,0,0
"11",2020-11-30,2020-11-29,3262,1441.21585521192,2642.29269970241,2.19107598650792,0.745736823462804,4093,2.19107598650792,0.745736823462804,0,0
"12",2020-12-01,2020-11-30,2401,2081.64645305708,3902.43059784516,0.370910042906992,1.74382183257278,3262,0.370910042906992,1.74382183257278,0,0
"13",2020-12-02,2020-12-01,3384,1566.41641403081,1885.76996097373,1.84901687280691,1.52414042627291,2401,1.84901687280691,1.52414042627291,0,0
"14",2020-12-03,2020-12-02,3772,2303.15417170334,4120.73775767253,3.78568512447593,0.898808653795181,3384,3.78568512447593,0.898808653795181,0,0
"15",2020-12-04,2020-12-03,4935,4268.92836890041,5737.77419719707,0.572718513413233,0.690261562508229,3772,0.572718513413233,0.690261562508229,0,0
"16",2020-12-05,2020-12-04,6087,3949.61118127222,4615.68281237181,1.85537223847898,1.27718505870503,4935,1.85537223847898,1.27718505870503,0,0
"17",2020-12-06,2020-12-05,3834,3389.98238418531,5527.37120291308,0.197078391395779,0.751607280476289,6087,0.197078391395779,0.751607280476289,0,0
"18",2020-12-07,2020-12-06,2597,5239.23648481231,5683.25410062701,2.13600362555563,2.49495076849395,3834,2.13600362555563,2.49495076849395,0,0
"19",2020-12-08,2020-12-07,2905,1837.89693748897,-804.339547323346,3.46462033282802,12.0433102185823,2597,3.46462033282802,12.0433102185823,0,0
"20",2020-12-09,2020-12-08,4097,1729.75951771844,2796.86258022947,1.98594000191406,1.09071931188803,2905,1.98594000191406,1.09071931188803,0,0
"21",2020-12-10,2020-12-09,3134,2244.68776714453,4611.92824942609,0.923481031002565,1.53471261622647,4097,0.923481031002565,1.53471261622647,0,0
"22",2020-12-11,2020-12-10,5080,6516.45677098431,7405.76900383979,0.73815866957056,1.19515365048293,3134,0.73815866957056,1.19515365048293,0,0
"23",2020-12-12,2020-12-11,4413,16509.6372601405,9981,18.1358879462376,8.34782608695652,5080,18.1358879462376,8.34782608695652,0,0
"24",2020-12-13,2020-12-12,4044,58371.3873477414,9314,147.228691999299,14.2818428184282,4413,147.228691999299,14.2818428184282,0,0
"25",2020-12-14,2020-12-13,2194,5435.07501319414,-857,1.7519324395644,1.64918918918919,4044,1.7519324395644,1.64918918918919,0,0
"26",2020-12-15,2020-12-14,2638,11750257.5844977,7095,26458.6026677876,10.0382882882883,2194,26458.6026677876,10.0382882882883,0,0
"27",2020-12-16,2020-12-15,4720,1978.00256025899,-2263,1.31700165213305,3.35398655139289,2638,1.31700165213305,3.35398655139289,0,0
"28",2020-12-17,2020-12-16,4320,5642.85004839406,8384.84748813507,3.30712512098515,10.1621187203377,4720,3.30712512098515,10.1621187203377,0,0
"29",2020-12-18,2020-12-17,4336,5499.63320526402,4176.78315686996,72.7270753290013,9.95105269562748,4320,72.7270753290013,9.95105269562748,0,0
"30",2020-12-19,2020-12-18,3835,3635.16018716217,2471.52698189815,0.398881861951756,2.72150303014341,4336,0.398881861951756,2.72150303014341,0,0
